media_score,varianza_params,prob_mut,prob_cross
0.7359414184952978,0.11873861990800613,0.6,0.40000000000000013
0.7319636363636363,0.12796132726302806,0.5,0.5000000000000001
0.7405930642633228,0.11047235741017705,0.6,0.40000000000000013
0.7300620297805642,0.12489729974831683,0.5,0.5000000000000001
0.735166340125392,0.1204491383898469,0.4,0.6000000000000001
0.7378064263322885,0.10666442222939589,0.5,0.5000000000000001
0.7339397335423198,0.11488252556959541,0.6,0.40000000000000013
0.7292986285266457,0.12984919932243644,0.5,0.5000000000000001
0.7391564263322884,0.1151117151580225,0.6,0.40000000000000013
0.7360043887147336,0.12272684231410641,0.5,0.5000000000000001
0.739294631661442,0.11468019535617326,0.6,0.40000000000000013
0.7336664576802508,0.12053350873606622,0.5,0.5000000000000001
0.7377314655172413,0.11622354755750455,0.6,0.40000000000000013
0.7353046238244514,0.12902083808092446,0.5,0.5000000000000001
0.7390585031347964,0.1144372688127734,0.6,0.40000000000000013
0.7332916927899688,0.1349711443900772,0.5,0.5000000000000001
0.7329028605015674,0.11213676427973242,0.6,0.40000000000000013
0.733330368338558,0.1230995796379757,0.5,0.5000000000000001
0.7382460423197492,0.1023744660731294,0.6,0.40000000000000013
0.7322799764890281,0.1098323376433306,0.7,0.30000000000000016
0.7302275470219435,0.11928862568616204,0.7999999999999999,0.20000000000000015
0.7278006269592477,0.13161095354201763,0.7,0.30000000000000016
0.7271630094043887,0.1312018590052075,0.6,0.40000000000000013
0.7313168103448275,0.12051248275832684,0.5,0.5000000000000001
0.7366697884012539,0.11236710461532734,0.6,0.40000000000000013
0.7300008228840126,0.1150437372529077,0.7,0.30000000000000016
0.7277987068965518,0.1204917586870179,0.6,0.40000000000000013
0.7298891457680251,0.11624386671213074,0.7,0.30000000000000016
0.7320778605015674,0.12938752622397914,0.6,0.40000000000000013
0.7334282131661441,0.1260415381678198,0.5,0.5000000000000001
0.7366182210031347,0.11039658047493983,0.6,0.40000000000000013
0.7335021159874608,0.12289133110631666,0.5,0.5000000000000001
0.7366050156739812,0.10176735415132752,0.6,0.40000000000000013
0.7307387147335425,0.12128730488523543,0.5,0.5000000000000001
0.7324773902821318,0.11215212728606372,0.6,0.40000000000000013
0.7304515282131662,0.12395188678302449,0.5,0.5000000000000001
0.7333307210031349,0.10627405495676284,0.6,0.40000000000000013
0.7298394984326019,0.11990018683458362,0.7,0.30000000000000016
0.7303275470219434,0.13527165657927534,0.6,0.40000000000000013
0.7348925156739812,0.1240674727536981,0.5,0.5000000000000001
0.7349673197492161,0.11900237196315286,0.6,0.40000000000000013
0.7293999216300939,0.13235176739836782,0.5,0.5000000000000001
0.7328523902821317,0.1245805893161116,0.4,0.6000000000000001
0.7341038009404389,0.1140620173484051,0.5,0.5000000000000001
0.7344914968652038,0.12224579698912677,0.4,0.6000000000000001
0.7371820141065831,0.1117955815130144,0.5,0.5000000000000001
0.7338172413793103,0.11868693314287473,0.6,0.40000000000000013
0.7329423589341693,0.12222051399638555,0.5,0.5000000000000001
0.7379830721003134,0.10860109029870565,0.6,0.40000000000000013
0.7322528213166143,0.12533211891422805,0.5,0.5000000000000001
0.7337918103448274,0.11770493897830092,0.6,0.40000000000000013
0.7271737852664577,0.12730828730455873,0.5,0.5000000000000001
0.7316651253918494,0.12170814649074259,0.4,0.6000000000000001
0.7345925940438872,0.12247093042717007,0.30000000000000004,0.7000000000000001
0.7356926724137932,0.11852066499464685,0.4,0.6000000000000001
0.7338163793103447,0.12286896214611959,0.30000000000000004,0.7000000000000001
0.7356561912225706,0.10886025750629513,0.4,0.6000000000000001
0.7345666144200628,0.1130178310303812,0.5,0.5000000000000001
0.7309650862068966,0.12202396670152198,0.4,0.6000000000000001
0.7350428291536051,0.11707650099357604,0.5,0.5000000000000001
0.7302400078369906,0.12242311162579157,0.4,0.6000000000000001
0.735180054858934,0.10548274991326259,0.5,0.5000000000000001
0.7329781347962381,0.11467996716466758,0.6,0.40000000000000013
0.7356791144200626,0.12072321280642596,0.5,0.5000000000000001
0.737192515673981,0.12291317913601056,0.4,0.6000000000000001
0.7343663401253919,0.11492981000456708,0.5,0.5000000000000001
0.7315387539184951,0.1243483472924486,0.4,0.6000000000000001
0.7343035266457679,0.10882379327127244,0.5,0.5000000000000001
