Número Serie,Media Error,Mejor Error,Varianza Error,Media Tiempo (s)
1,0.8363018743599926,0.45801711580571536,0.28619871710893563,0.20207500457763672
2,0.9718111729307384,0.9687658310975757,1.8548213761620647e-05,0.4194093942642212
3,0.5446471056152,0.5370958631210285,0.00011404252641156437,2.9376970529556274
4,0.8998518072339124,0.867475004908207,0.0020965146576756182,26.110998392105103
