Algorithm,Series,Iterations,T0,Tf,L,coolingFunction,Execution,MSE,Time
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,10,0.8458836470476236,4.026486873626709
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,11,0.9688050594000361,4.0807554721832275
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,12,0.951349931749035,4.304191827774048
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,13,0.842633935440203,3.9805314540863037
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,14,0.9187477117833085,4.071604490280151
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,15,0.8467546859006094,4.247478246688843
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,16,0.9191950646976446,4.052627801895142
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,17,0.8670832548635924,4.019233465194702
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,18,0.9919869616555124,4.017822504043579
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,19,0.8259378838871742,3.891906976699829
SA_GeometricCooling,TS4.txt,200,10,0.01,30,Geometric,20,0.9227039956078308,4.05575156211853
