Tiempo_s,Fitness,Desviacion
233.7846279144287,11.885333173317296,25755428.859379057
222.307471036911,20.273690124001483,772909692.7523972
206.43580865859985,16.46953248488315,225486.0896846921
249.56546449661255,12.74323355918918,1075856868.917647
269.1187119483948,16.80047467193421,113071866.02596955
